,concept:name,lifecycle:transition,org:resource,time:timestamp,RESOURCE,ROUND,EVENTID,ACTIVITY,STAGE,VIDEOSTART,VIDEOEND,case:concept:name,case:variant,case:variant-index,case:creator
719,Clean puncture area,complete,R_46_2B,2019-01-21 01:04:00+11:00,R_46_2B,Post,1548032440955,Clean puncture area,Operator and Patient Preparation,258,267,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
720,Drap puncture area,start,R_46_2B,2019-01-21 01:04:00+11:00,R_46_2B,Post,1548032497890,Drap puncture area,Operator and Patient Preparation,271,305,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
721,Drap puncture area,complete,R_46_2B,2019-01-21 01:05:00+11:00,R_46_2B,Post,1548032497890,Drap puncture area,Operator and Patient Preparation,271,305,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
722,Gel in probe,start,R_46_2B,2019-01-21 01:05:00+11:00,R_46_2B,Post,1548032546791,Gel in probe,Ultrasound Preparation,320,322,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
723,Gel in probe,complete,R_46_2B,2019-01-21 01:05:00+11:00,R_46_2B,Post,1548032546791,Gel in probe,Ultrasound Preparation,320,322,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
724,Cover probe,start,R_46_2B,2019-01-21 01:05:00+11:00,R_46_2B,Post,1548032550766,Cover probe,Ultrasound Preparation,324,393,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
725,Cover probe,complete,R_46_2B,2019-01-21 01:06:00+11:00,R_46_2B,Post,1548032550766,Cover probe,Ultrasound Preparation,324,393,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
726,Put sterile gel,start,R_46_2B,2019-01-21 01:06:00+11:00,R_46_2B,Post,1548032623720,Put sterile gel,Ultrasound Preparation,396,403,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
727,Put sterile gel,complete,R_46_2B,2019-01-21 01:06:00+11:00,R_46_2B,Post,1548032623720,Put sterile gel,Ultrasound Preparation,396,403,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
728,Position probe,start,R_46_2B,2019-01-21 01:06:00+11:00,R_46_2B,Post,1548032631707,Position probe,Ultrasound Preparation,404,408,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
729,Position probe,complete,R_46_2B,2019-01-21 01:06:00+11:00,R_46_2B,Post,1548032631707,Position probe,Ultrasound Preparation,404,408,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
730,Anatomic identification,start,R_46_2B,2019-01-21 01:06:00+11:00,R_46_2B,Post,1548032639747,Anatomic identification,Locate Structures,412,412,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
731,Anatomic identification,complete,R_46_2B,2019-01-21 01:06:00+11:00,R_46_2B,Post,1548032639747,Anatomic identification,Locate Structures,412,412,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
732,Ultrasound configuration,start,R_46_2B,2019-01-21 01:06:00+11:00,R_46_2B,Post,1548032642157,Ultrasound configuration,Ultrasound Preparation,415,439,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
733,Ultrasound configuration,complete,R_46_2B,2019-01-21 01:07:00+11:00,R_46_2B,Post,1548032642157,Ultrasound configuration,Ultrasound Preparation,415,439,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
734,Compression identification,start,R_46_2B,2019-01-21 01:07:00+11:00,R_46_2B,Post,1548032753146,Compression identification,Locate Structures,468,468,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
735,Compression identification,complete,R_46_2B,2019-01-21 01:07:00+11:00,R_46_2B,Post,1548032753146,Compression identification,Locate Structures,468,468,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
736,Prepare implements,start,R_46_2B,2019-01-21 01:07:00+11:00,R_46_2B,Post,1548032768843,Prepare implements,Operator and Patient Preparation,478,486,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
737,Prepare implements,complete,R_46_2B,2019-01-21 01:08:00+11:00,R_46_2B,Post,1548032768843,Prepare implements,Operator and Patient Preparation,478,486,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
738,Anesthetize,start,R_46_2B,2019-01-21 01:08:00+11:00,R_46_2B,Post,1548032778746,Anesthetize,Venous puncture,488,496,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
739,Anesthetize,complete,R_46_2B,2019-01-21 01:08:00+11:00,R_46_2B,Post,1548032778746,Anesthetize,Venous puncture,488,496,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
740,Puncture,start,R_46_2B,2019-01-21 01:09:00+11:00,R_46_2B,Post,1548032838243,Puncture,Venous puncture,548,583,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
741,Puncture,complete,R_46_2B,2019-01-21 01:09:00+11:00,R_46_2B,Post,1548032838243,Puncture,Venous puncture,548,583,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
742,Blood return,start,R_46_2B,2019-01-21 01:09:00+11:00,R_46_2B,Post,1548032912401,Blood return,Venous puncture,582,582,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
743,Blood return,complete,R_46_2B,2019-01-21 01:09:00+11:00,R_46_2B,Post,1548032912401,Blood return,Venous puncture,582,582,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
744,Drop probe,start,R_46_2B,2019-01-21 01:09:00+11:00,R_46_2B,Post,1548032914183,Drop probe,Install Guidewire,584,584,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
745,Drop probe,complete,R_46_2B,2019-01-21 01:09:00+11:00,R_46_2B,Post,1548032914183,Drop probe,Install Guidewire,584,584,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
746,Remove syringe,start,R_46_2B,2019-01-21 01:09:00+11:00,R_46_2B,Post,1548032918288,Remove syringe,Install Guidewire,588,588,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
747,Remove syringe,complete,R_46_2B,2019-01-21 01:09:00+11:00,R_46_2B,Post,1548032918288,Remove syringe,Install Guidewire,588,588,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
748,Guidewire install,start,R_46_2B,2019-01-21 01:09:00+11:00,R_46_2B,Post,1548032924349,Guidewire install,Install Guidewire,594,620,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
749,Guidewire install,complete,R_46_2B,2019-01-21 01:10:00+11:00,R_46_2B,Post,1548032924349,Guidewire install,Install Guidewire,594,620,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
750,Remove trocar,start,R_46_2B,2019-01-21 01:10:00+11:00,R_46_2B,Post,1548033020388,Remove trocar,Install Guidewire,622,625,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
751,Remove trocar,complete,R_46_2B,2019-01-21 01:10:00+11:00,R_46_2B,Post,1548033020388,Remove trocar,Install Guidewire,622,625,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
752,Check wire in short axis,start,R_46_2B,2019-01-21 01:10:00+11:00,R_46_2B,Post,1548033026951,Check wire in short axis,Install Guidewire,626,631,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
753,Check wire in short axis,complete,R_46_2B,2019-01-21 01:10:00+11:00,R_46_2B,Post,1548033026951,Check wire in short axis,Install Guidewire,626,631,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
754,Check wire in long axis,start,R_46_2B,2019-01-21 01:10:00+11:00,R_46_2B,Post,1548033072839,Check wire in long axis,Install Guidewire,633,639,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
755,Check wire in long axis,complete,R_46_2B,2019-01-21 01:10:00+11:00,R_46_2B,Post,1548033072839,Check wire in long axis,Install Guidewire,633,639,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
756,Wire in good position,start,R_46_2B,2019-01-21 01:10:00+11:00,R_46_2B,Post,1548033080085,Wire in good position,Install Guidewire,640,640,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
757,Wire in good position,complete,R_46_2B,2019-01-21 01:10:00+11:00,R_46_2B,Post,1548033080085,Wire in good position,Install Guidewire,640,640,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
758,Widen pathway,start,R_46_2B,2019-01-21 01:10:00+11:00,R_46_2B,Post,1548033085011,Widen pathway,Install Catheter,645,677,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
759,Widen pathway,complete,R_46_2B,2019-01-21 01:11:00+11:00,R_46_2B,Post,1548033085011,Widen pathway,Install Catheter,645,677,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
760,Advance catheter,start,R_46_2B,2019-01-21 01:11:00+11:00,R_46_2B,Post,1548033121667,Advance catheter,Install Catheter,682,751,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
761,Advance catheter,complete,R_46_2B,2019-01-21 01:12:00+11:00,R_46_2B,Post,1548033121667,Advance catheter,Install Catheter,682,751,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
762,Remove guidewire,start,R_46_2B,2019-01-21 01:12:00+11:00,R_46_2B,Post,1548033201430,Remove guidewire,Install Catheter,753,767,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
763,Remove guidewire,complete,R_46_2B,2019-01-21 01:12:00+11:00,R_46_2B,Post,1548033201430,Remove guidewire,Install Catheter,753,767,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
764,Check flow and reflow,start,R_46_2B,2019-01-21 01:12:00+11:00,R_46_2B,Post,1548033218901,Check flow and reflow,Install Catheter,771,827,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
765,Check flow and reflow,complete,R_46_2B,2019-01-21 01:13:00+11:00,R_46_2B,Post,1548033218901,Check flow and reflow,Install Catheter,771,827,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
766,Check catheter position,start,R_46_2B,2019-01-21 01:13:00+11:00,R_46_2B,Post,1548033277311,Check catheter position,Install Catheter,829,831,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
767,Check catheter position,complete,R_46_2B,2019-01-21 01:13:00+11:00,R_46_2B,Post,1548033277311,Check catheter position,Install Catheter,829,831,1548033283992-video_2.b_CVC,Variant 11,11,Fluxicon Disco
768,Prepare implements,start,R_47_2C,2019-01-21 01:00:00+11:00,R_47_2C,Post,1548033505654,Prepare implements,Operator and Patient Preparation,21,50,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
769,Prepare implements,complete,R_47_2C,2019-01-21 01:00:00+11:00,R_47_2C,Post,1548033505654,Prepare implements,Operator and Patient Preparation,21,50,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
770,Get in sterile clothes,start,R_47_2C,2019-01-21 01:01:00+11:00,R_47_2C,Post,1548033535499,Get in sterile clothes,Operator and Patient Preparation,63,89,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
771,Get in sterile clothes,complete,R_47_2C,2019-01-21 01:01:00+11:00,R_47_2C,Post,1548033535499,Get in sterile clothes,Operator and Patient Preparation,63,89,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
772,Hand washing,start,R_47_2C,2019-01-21 01:01:00+11:00,R_47_2C,Post,1548033570039,Hand washing,Operator and Patient Preparation,90,96,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
773,Hand washing,complete,R_47_2C,2019-01-21 01:01:00+11:00,R_47_2C,Post,1548033570039,Hand washing,Operator and Patient Preparation,90,96,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
774,Get in sterile clothes,start,R_47_2C,2019-01-21 01:01:00+11:00,R_47_2C,Post,1548033618509,Get in sterile clothes,Operator and Patient Preparation,97,191,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
775,Get in sterile clothes,complete,R_47_2C,2019-01-21 01:03:00+11:00,R_47_2C,Post,1548033618509,Get in sterile clothes,Operator and Patient Preparation,97,191,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
776,Prepare implements,start,R_47_2C,2019-01-21 01:03:00+11:00,R_47_2C,Post,1548033731157,Prepare implements,Operator and Patient Preparation,192,276,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
777,Prepare implements,complete,R_47_2C,2019-01-21 01:04:00+11:00,R_47_2C,Post,1548033731157,Prepare implements,Operator and Patient Preparation,192,276,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
778,Clean puncture area,start,R_47_2C,2019-01-21 01:04:00+11:00,R_47_2C,Post,1548033831894,Clean puncture area,Operator and Patient Preparation,293,305,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
779,Clean puncture area,complete,R_47_2C,2019-01-21 01:05:00+11:00,R_47_2C,Post,1548033831894,Clean puncture area,Operator and Patient Preparation,293,305,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
780,Drap puncture area,start,R_47_2C,2019-01-21 01:05:00+11:00,R_47_2C,Post,1548033849772,Drap puncture area,Operator and Patient Preparation,311,331,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
781,Drap puncture area,complete,R_47_2C,2019-01-21 01:05:00+11:00,R_47_2C,Post,1548033849772,Drap puncture area,Operator and Patient Preparation,311,331,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
782,Gel in probe,start,R_47_2C,2019-01-21 01:05:00+11:00,R_47_2C,Post,1548033884093,Gel in probe,Ultrasound Preparation,345,345,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
783,Gel in probe,complete,R_47_2C,2019-01-21 01:05:00+11:00,R_47_2C,Post,1548033884093,Gel in probe,Ultrasound Preparation,345,345,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
784,Cover probe,start,R_47_2C,2019-01-21 01:06:00+11:00,R_47_2C,Post,1548033900908,Cover probe,Ultrasound Preparation,362,403,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
785,Cover probe,complete,R_47_2C,2019-01-21 01:06:00+11:00,R_47_2C,Post,1548033900908,Cover probe,Ultrasound Preparation,362,403,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
786,Put sterile gel,start,R_47_2C,2019-01-21 01:07:00+11:00,R_47_2C,Post,1548033987957,Put sterile gel,Ultrasound Preparation,421,421,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
787,Put sterile gel,complete,R_47_2C,2019-01-21 01:07:00+11:00,R_47_2C,Post,1548033987957,Put sterile gel,Ultrasound Preparation,421,421,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
788,Position probe,start,R_47_2C,2019-01-21 01:07:00+11:00,R_47_2C,Post,1548033996675,Position probe,Ultrasound Preparation,429,429,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
789,Position probe,complete,R_47_2C,2019-01-21 01:07:00+11:00,R_47_2C,Post,1548033996675,Position probe,Ultrasound Preparation,429,429,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
790,Compression identification,start,R_47_2C,2019-01-21 01:07:00+11:00,R_47_2C,Post,1548034011406,Compression identification,Locate Structures,444,444,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
791,Compression identification,complete,R_47_2C,2019-01-21 01:07:00+11:00,R_47_2C,Post,1548034011406,Compression identification,Locate Structures,444,444,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
792,Anatomic identification,start,R_47_2C,2019-01-21 01:07:00+11:00,R_47_2C,Post,1548034018490,Anatomic identification,Locate Structures,446,446,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
793,Anatomic identification,complete,R_47_2C,2019-01-21 01:07:00+11:00,R_47_2C,Post,1548034018490,Anatomic identification,Locate Structures,446,446,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
794,Anesthetize,start,R_47_2C,2019-01-21 01:07:00+11:00,R_47_2C,Post,1548034038559,Anesthetize,Venous puncture,463,467,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
795,Anesthetize,complete,R_47_2C,2019-01-21 01:07:00+11:00,R_47_2C,Post,1548034038559,Anesthetize,Venous puncture,463,467,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
796,Ultrasound configuration,start,R_47_2C,2019-01-21 01:07:00+11:00,R_47_2C,Post,1548034066180,Ultrasound configuration,Ultrasound Preparation,479,502,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
797,Ultrasound configuration,complete,R_47_2C,2019-01-21 01:08:00+11:00,R_47_2C,Post,1548034066180,Ultrasound configuration,Ultrasound Preparation,479,502,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
798,Puncture,start,R_47_2C,2019-01-21 01:08:00+11:00,R_47_2C,Post,1548034100800,Puncture,Venous puncture,514,537,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
799,Puncture,complete,R_47_2C,2019-01-21 01:08:00+11:00,R_47_2C,Post,1548034100800,Puncture,Venous puncture,514,537,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
800,Blood return,start,R_47_2C,2019-01-21 01:08:00+11:00,R_47_2C,Post,1548034124774,Blood return,Venous puncture,538,538,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
801,Blood return,complete,R_47_2C,2019-01-21 01:08:00+11:00,R_47_2C,Post,1548034124774,Blood return,Venous puncture,538,538,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
802,Drop probe,start,R_47_2C,2019-01-21 01:09:00+11:00,R_47_2C,Post,1548034126625,Drop probe,Install Guidewire,540,540,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
803,Drop probe,complete,R_47_2C,2019-01-21 01:09:00+11:00,R_47_2C,Post,1548034126625,Drop probe,Install Guidewire,540,540,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
804,Remove syringe,start,R_47_2C,2019-01-21 01:09:00+11:00,R_47_2C,Post,1548034130573,Remove syringe,Install Guidewire,544,544,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
805,Remove syringe,complete,R_47_2C,2019-01-21 01:09:00+11:00,R_47_2C,Post,1548034130573,Remove syringe,Install Guidewire,544,544,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
806,Guidewire install,start,R_47_2C,2019-01-21 01:09:00+11:00,R_47_2C,Post,1548034133357,Guidewire install,Install Guidewire,547,560,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
807,Guidewire install,complete,R_47_2C,2019-01-21 01:09:00+11:00,R_47_2C,Post,1548034133357,Guidewire install,Install Guidewire,547,560,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
808,Remove trocar,start,R_47_2C,2019-01-21 01:09:00+11:00,R_47_2C,Post,1548034149019,Remove trocar,Install Guidewire,562,564,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
809,Remove trocar,complete,R_47_2C,2019-01-21 01:09:00+11:00,R_47_2C,Post,1548034149019,Remove trocar,Install Guidewire,562,564,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
810,Check wire in long axis,start,R_47_2C,2019-01-21 01:09:00+11:00,R_47_2C,Post,1548034155892,Check wire in long axis,Install Guidewire,569,576,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
811,Check wire in long axis,complete,R_47_2C,2019-01-21 01:09:00+11:00,R_47_2C,Post,1548034155892,Check wire in long axis,Install Guidewire,569,576,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
812,Widen pathway,start,R_47_2C,2019-01-21 01:09:00+11:00,R_47_2C,Post,1548034170772,Widen pathway,Install Catheter,584,597,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
813,Widen pathway,complete,R_47_2C,2019-01-21 01:09:00+11:00,R_47_2C,Post,1548034170772,Widen pathway,Install Catheter,584,597,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
814,Advance catheter,start,R_47_2C,2019-01-21 01:10:00+11:00,R_47_2C,Post,1548034187948,Advance catheter,Install Catheter,601,669,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
815,Advance catheter,complete,R_47_2C,2019-01-21 01:11:00+11:00,R_47_2C,Post,1548034187948,Advance catheter,Install Catheter,601,669,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
816,Remove guidewire,start,R_47_2C,2019-01-21 01:11:00+11:00,R_47_2C,Post,1548034257183,Remove guidewire,Install Catheter,670,694,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
817,Remove guidewire,complete,R_47_2C,2019-01-21 01:11:00+11:00,R_47_2C,Post,1548034257183,Remove guidewire,Install Catheter,670,694,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
818,Check flow and reflow,start,R_47_2C,2019-01-21 01:11:00+11:00,R_47_2C,Post,1548034282387,Check flow and reflow,Install Catheter,696,705,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
819,Check flow and reflow,complete,R_47_2C,2019-01-21 01:11:00+11:00,R_47_2C,Post,1548034282387,Check flow and reflow,Install Catheter,696,705,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
820,Check catheter position,start,R_47_2C,2019-01-21 01:11:00+11:00,R_47_2C,Post,1548034292891,Check catheter position,Install Catheter,706,708,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
821,Check catheter position,complete,R_47_2C,2019-01-21 01:11:00+11:00,R_47_2C,Post,1548034292891,Check catheter position,Install Catheter,706,708,1548034300723-video_2.c_CVC,Variant 12,12,Fluxicon Disco
822,Get in sterile clothes,start,R_48_2D,2019-01-21 01:00:00+11:00,R_48_2D,Post,1548034477416,Get in sterile clothes,Operator and Patient Preparation,37,62,1548037113729-video_2.d_CVC,Variant 13,13,Fluxicon Disco
823,Get in sterile clothes,complete,R_48_2D,2019-01-21 01:01:00+11:00,R_48_2D,Post,1548034477416,Get in sterile clothes,Operator and Patient Preparation,37,62,1548037113729-video_2.d_CVC,Variant 13,13,Fluxicon Disco
824,Hand washing,start,R_48_2D,2019-01-21 01:01:00+11:00,R_48_2D,Post,1548034503659,Hand washing,Operator and Patient Preparation,64,83,1548037113729-video_2.d_CVC,Variant 13,13,Fluxicon Disco
825,Hand washing,complete,R_48_2D,2019-01-21 01:01:00+11:00,R_48_2D,Post,1548034503659,Hand washing,Operator and Patient Preparation,64,83,1548037113729-video_2.d_CVC,Variant 13,13,Fluxicon Disco
826,Get in sterile clothes,start,R_48_2D,2019-01-21 01:01:00+11:00,R_48_2D,Post,1548034619294,Get in sterile clothes,Operator and Patient Preparation,84,192,1548037113729-video_2.d_CVC,Variant 13,13,Fluxicon Disco
827,Get in sterile clothes,complete,R_48_2D,2019-01-21 01:03:00+11:00,R_48_2D,Post,1548034619294,Get in sterile clothes,Operator and Patient Preparation,84,192,1548037113729-video_2.d_CVC,Variant 13,13,Fluxicon Disco
828,Position patient,start,R_48_2D,2019-01-21 01:03:00+11:00,R_48_2D,Post,1548034731967,Position patient,Locate Structures,193,194,1548037113729-video_2.d_CVC,Variant 13,13,Fluxicon Disco
829,Position patient,complete,R_48_2D,2019-01-21 01:03:00+11:00,R_48_2D,Post,1548034731967,Position patient,Locate Structures,193,194,1548037113729-video_2.d_CVC,Variant 13,13,Fluxicon Disco
830,Clean puncture area,start,R_48_2D,2019-01-21 01:03:00+11:00,R_48_2D,Post,1548034773441,Clean puncture area,Operator and Patient Preparation,216,250,1548037113729-video_2.d_CVC,Variant 13,13,Fluxicon Disco
831,Clean puncture area,complete,R_48_2D,2019-01-21 01:04:00+11:00,R_48_2D,Post,1548034773441,Clean puncture area,Operator and Patient Preparation,216,250,1548037113729-video_2.d_CVC,Variant 13,13,Fluxicon Disco
832,Drap puncture area,start,R_48_2D,2019-01-21 01:04:00+11:00,R_48_2D,Post,1548034984988,Drap puncture area,Operator and Patient Preparation,260,296,1548037113729-video_2.d_CVC,Variant 13,13,Fluxicon Disco
833,Drap puncture area,complete,R_48_2D,2019-01-21 01:04:00+11:00,R_48_2D,Post,1548034984988,Drap puncture area,Operator and Patient Preparation,260,296,1548037113729-video_2.d_CVC,Variant 13,13,Fluxicon Disco
834,Prepare implements,start,R_48_2D,2019-01-21 01:04:00+11:00,R_48_2D,Post,1548035023435,Prepare implements,Operator and Patient Preparation,299,393,1548037113729-video_2.d_CVC,Variant 13,13,Fluxicon Disco
835,Prepare implements,complete,R_48_2D,2019-01-21 01:06:00+11:00,R_48_2D,Post,1548035023435,Prepare implements,Operator and Patient Preparation,299,393,1548037113729-video_2.d_CVC,Variant 13,13,Fluxicon Disco
836,Ultrasound configuration,start,R_48_2D,2019-01-21 01:06:00+11:00,R_48_2D,Post,1548035120472,Ultrasound configuration,Ultrasound Preparation,396,433,1548037113729-video_2.d_CVC,Variant 13,13,Fluxicon Disco
837,Ultrasound configuration,complete,R_48_2D,2019-01-21 01:07:00+11:00,R_48_2D,Post,1548035120472,Ultrasound configuration,Ultrasound Preparation,396,433,1548037113729-video_2.d_CVC,Variant 13,13,Fluxicon Disco
838,Prepare implements,start,R_48_2D,2019-01-21 01:07:00+11:00,R_48_2D,Post,1548035172244,Prepare implements,Operator and Patient Preparation,437,443,1548037113729-video_2.d_CVC,Variant 13,13,Fluxicon Disco
839,Prepare implements,complete,R_48_2D,2019-01-21 01:07:00+11:00,R_48_2D,Post,1548035172244,Prepare implements,Operator and Patient Preparation,437,443,1548037113729-video_2.d_CVC,Variant 13,13,Fluxicon Disco
840,Gel in probe,start,R_48_2D,2019-01-21 01:08:00+11:00,R_48_2D,Post,1548035244440,Gel in probe,Ultrasound Preparation,480,482,1548037113729-video_2.d_CVC,Variant 13,13,Fluxicon Disco
841,Gel in probe,complete,R_48_2D,2019-01-21 01:08:00+11:00,R_48_2D,Post,1548035244440,Gel in probe,Ultrasound Preparation,480,482,1548037113729-video_2.d_CVC,Variant 13,13,Fluxicon Disco
842,Cover probe,start,R_48_2D,2019-01-21 01:08:00+11:00,R_48_2D,Post,1548035249555,Cover probe,Ultrasound Preparation,485,561,1548037113729-video_2.d_CVC,Variant 13,13,Fluxicon Disco
843,Cover probe,complete,R_48_2D,2019-01-21 01:09:00+11:00,R_48_2D,Post,1548035249555,Cover probe,Ultrasound Preparation,485,561,1548037113729-video_2.d_CVC,Variant 13,13,Fluxicon Disco
844,Put sterile gel,start,R_48_2D,2019-01-21 01:09:00+11:00,R_48_2D,Post,1548035363372,Put sterile gel,Ultrasound Preparation,568,586,1548037113729-video_2.d_CVC,Variant 13,13,Fluxicon Disco
845,Put sterile gel,complete,R_48_2D,2019-01-21 01:09:00+11:00,R_48_2D,Post,1548035363372,Put sterile gel,Ultrasound Preparation,568,586,1548037113729-video_2.d_CVC,Variant 13,13,Fluxicon Disco
846,Position probe,start,R_48_2D,2019-01-21 01:10:00+11:00,R_48_2D,Post,1548035410318,Position probe,Ultrasound Preparation,615,615,1548037113729-video_2.d_CVC,Variant 13,13,Fluxicon Disco
847,Position probe,complete,R_48_2D,2019-01-21 01:10:00+11:00,R_48_2D,Post,1548035410318,Position probe,Ultrasound Preparation,615,615,1548037113729-video_2.d_CVC,Variant 13,13,Fluxicon Disco
848,Ultrasound configuration,start,R_48_2D,2019-01-21 01:10:00+11:00,R_48_2D,Post,1548035415562,Ultrasound configuration,Ultrasound Preparation,620,628,1548037113729-video_2.d_CVC,Variant 13,13,Fluxicon Disco
